Faixa,CA,Processo,Coordenador,Instituição,UF,Região,Recomendação CA,Aprovação,Custeio.Aprov,Capital.Aprov,Bolsas.Aprov,Total.Aprovado
Faixa A,MS,421884/2023-1,Felipe Lima Rebelo,UNCISAL,AL,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,408705/2023-0,Giseli Donadon Germano,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420333/2023-1,Katia Maki Omura,UNIVERSITEC,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402889/2023-1,Alexandra Folle,UDESC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,404372/2023-6,Clynton Lourenco Correa,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402196/2023-6,Rafael Marques Garcia,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,404965/2023-7,Alessandra Madia Mantovani,TOLEDO PRUDENTE,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,403871/2023-9,Maria Luiza Tanure Alves,UNICAMP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402049/2023-3,Alexandre Ricardo Pepe Ambrozin,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409612/2023-5,Karine Jacon Sarro,CPB,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420676/2023-6,Wouber Herickson de Brito Vieira,UFRN,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,408116/2023-4,Cintia Ehlers Botton,UFC,CE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402652/2023-1,Paulo Andre Freire Magalhaes,UPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,407624/2023-6,Anselmo de Athayde Costa e Silva,UFPA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421497/2023-8,Marcelo Renato Guerino,UFPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421367/2023-7,Dangelo Jose de Andrade Alexandre,INTO,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,404060/2023-4,Waldez Cavalcante Bezerra,UNCISAL,AL,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409768/2023-5,Maria do Socorro Cirilo de Sousa,URCA,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409431/2023-0,Ana Cristina Resende Camargos,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,407823/2023-9,Marcelo Velloso,UFMG,MG,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,407905/2023-5,Larissa Thais Donalonso Siqueira,UFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420224/2023-8,Simone Aparecida Lopes-Herrera,USP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,407766/2023-5,Paula Maria Eidt Rovedder,UFRGS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421328/2023-1,Diogo Simoes Fonseca,UFJF,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,403029/2023-6,Glauko Andre de Figueiredo Dantas,UFDPar,PI,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,408940/2023-9,Lucas Rios Drummond,UEMG,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,407372/2023-7,Marco Aurelio de Valois Correia Junior,UPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402526/2023-6,Marcos Rodrigo Trindade Pinheiro Menuchi,UESC,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409054/2023-2,Raquel Annoni,UFMG,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421190/2023-0,Saulo Vasconcelos Rocha,UEFS,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,408085/2023-1,Deborah Hebling Spinoso,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409895/2023-7,Rafael dos Santos Henrique,UFPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,401930/2023-8,Vilena Barros de Figueiredo,UFC,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,408975/2023-7,Juliana Onofre de Lira,UnB,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421154/2023-3,Paulo Henrique Borges,UFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,404121/2023-3,Alessandro Haupenthal,UFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,403471/2023-0,Marcial Francis Galera,UFMT,MT,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,406187/2023-1,Victor Spiandor Beretta,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409336/2023-8,Grace Kelly Filgueiras Freitas,UFES,ES,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409517/2023-2,Graziela Liebel,UNIVALI,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420787/2023-2,Ricardo Borges Viana,UFC,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409571/2023-7,Dayane Domeneghini Didone,UFSM,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,401756/2023-8,Leandro Vicosa Bonetti,UCS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,407218/2023-8,Ana Carina Tamanaha,UNIFESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409797/2023-5,Daniel da Rocha Queiroz,UFPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409353/2023-0,Deise Aparecida de Almeida Pires Oliveira,UniEVANGELICA,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402134/2023-0,Guilherme Wesley Peixoto da Fonseca,INCOR,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,404337/2023-6,Laila Cristina Moreira Damazio,UFSJ,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,405137/2023-0,Edna Pereira Gomes de Morais,UNCISAL,AL,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,404981/2023-2,Rodolfo Andre Dellagrana,UFMS,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421795/2023-9,Alberito Rodrigo de Carvalho,UNIOESTE,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409739/2023-5,Maurilio Tiradentes Dutra,IFB,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,406786/2023-2,Tais Quevedo Marcolino,UFSCAR,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421609/2023-0,Braulio Henrique Magnani Branco,CESUMAR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,405274/2023-8,Miriam Raquel Diniz Zanetti,UNIFESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420627/2023-5,Luciana Figueiredo de Oliveira,UFPB,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,404165/2023-0,Natalia Madalena Rinaldi,UFES,ES,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420236/2023-6,Thiago Dipp,UNISINOS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402203/2023-2,Raphaela Barroso Guedes-Granzotti,UFS,SE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,407835/2023-7,Lucas Leonardo,UFAM,AM,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402354/2023-0,Evelim Leal de Freitas Dantas Gomes,USP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409274/2023-2,Bruno Remigio Cavalcante,UNIVASF,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420476/2023-7,Nubia Carelli Pereira de Avelar,UFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,401958/2023-0,Rodrigo Rodrigues,FURG,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421758/2023-6,Gisele Garcia Zanca,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402630/2023-8,Paulo Henrique Silva Marques de Azevedo,UNIFESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,401542/2023-8,Regiane Albertini de Carvalho,UNIFESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420384/2023-5,Filipe Antonio de Barros Sousa,UFAL,AL,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,406562/2023-7,Paulo Roberto Rocha Junior,UNIFAI,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402152/2023-9,Denise Bolzan Berlese,GOVERNO/RS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,408877/2023-5,Isabel de Lima Zanata,FEAES,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,408474/2023-8,Joyce Ferreira Carvalho,UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,404518/2023-0,Andrea Perosa Saigh Jurdi,UNIFESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,404677/2023-1,Tercio Apolinario de Souza,UFRGS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409965/2023-5,Rosalie Barreto Belian,UFPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,407822/2023-2,Ricardo Luis Fernandes Guerra,UNIFESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,408427/2023-0,Adriana Neves dos Santos,BJPT,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,406393/2023-0,Elisandro Schultz Wittizorecki,UFRGS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421149/2023-0,Walderi Monteiro da Silva Junior,UFS,SE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,422079/2023-5,Ytalo Mota Soares,UFPB,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,406762/2023-6,Halina Cidrini Ferreira,UFRJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,407662/2023-5,Marcos Antonio do Nascimento,UEMA,MA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,405447/2023-0,Marina Leandrini de Oliveira,UFSCAR,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421051/2023-0,Fabricio Vieira do Amaral Vasconcellos,UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,403230/2023-3,Ana Carolina Brandt de Macedo,UTFPR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,405244/2023-1,Thiago Ferreira de Sousa,UESC,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420240/2023-3,Geraldo Fabiano de Souza Moraes,UNIFEI,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421898/2023-2,Christian Emmanuel Torres Cabido,UFMA,MA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421830/2023-9,Auristela Duarte de Lima Moser,PUCPR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,405918/2023-2,Lenice Kappes Becker Oliveira,UFOP,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,407701/2023-0,Josilainne Marcelino Dias,UEMS,MS,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,407478/2023-0,Jerri Luiz Ribeiro,UFRGS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420123/2023-7,Ivo Ilvan Kerppers,UNICENTRO,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421309/2023-7,Miguel Soares Conceicao,USF,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,403200/2023-7,Gustavo de Conti Teixeira Costa,UFG,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402522/2023-0,Philipe Rocha de Camargo,UFMS,MS,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,403315/2023-9,Priscila dos Santos Bunn,CEFAN,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420704/2023-0,Taisa Belli,UNICAMP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,409085/2023-5,Ricardo Brandao de Oliveira,UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,421029/2023-4,Melissa Leandro Celestino,UFPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,420459/2023-5,Osmar Pinto Neto,UAM,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,402569/2023-7,Alessandro de Oliveira,UFSJ,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,407065/2023-7,Luciane Pires,UERJ,RJ,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,MS,405391/2023-4,Gabriela Rezende de Oliveira Venturini,CEFET/MG,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,406004/2023-4,Patricia Chakur Brum,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,407547/2023-1,Marcio Vinicius Fagundes Donadio,PUCRS,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,404964/2023-0,Sheila Andreoli Balen,UFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,403458/2023-4,Kelly Samara da Silva,NUPAF,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,405190/2023-9,Bruno Gualano,USP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,420948/2023-6,Rodolfo de Paula Vieira,UniEVANGELICA,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,403304/2023-7,Guilherme Augusto de Freitas Fregonezi,UFRN,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,421359/2023-4,Hamilton Roschel,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,403155/2023-1,Giovane Galdino de Souza,UNIFAL/MG,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,409304/2023-9,Airton Jose Rombaldi,UFPEL,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,409626/2023-6,Leonardo Wanderley Lopes,UFPB,PB,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,405679/2023-8,Anke Bergmann,INCA,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,420391/2023-1,Andre Luiz Felix Rodacki,UFPR,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,421221/2023-2,Katia de Freitas Alvarenga,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,420386/2023-8,Jefferson Jurema,UEA,AM,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,402190/2023-8,Tiago da Silva Alexandre,UFSCAR,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,421262/2023-0,Caroline Cunha do Espirito Santo,ISD,RN,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,409747/2023-8,Carmen Silvia Grubert Campbell,UCB/DF,DF,CO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,406939/2023-3,Ada Clarice Gastaldi,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,421985/2023-2,Alexandro Andrade,UDESC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,406630/2023-2,Renato Campos Freire Junior,UFAM,AM,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,420945/2023-7,Nelson Nardo Junior,UEM,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,420275/2023-1,Naomi Kondo Nakagawa,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,420642/2023-4,Bryan Saunders,FMUSP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,402904/2023-0,Thais Cristina Chaves,UFSCAR,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,407216/2023-5,Jefferson Rosa Cardoso,UEL,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,402596/2023-4,Ronaldo Vagner Thomatieli dos Santos,UNIFESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,403582/2023-7,Marcelo da Silva Hounsell,UDESC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,406752/2023-0,Aline de Souza Pagnussat,UFCSPA,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,406194/2023-8,Josimari Melo de Santana,UFS,SE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,421261/2023-4,Ana Claudia Figueiredo Frizzo,UNESP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,402041/2023-2,Regina Tangerino de Souza Jacob,USP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,421767/2023-5,Adriana de Oliveira Camargo Gomes,UFPE,PE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,420862/2023-4,Mariana Maia de Oliveira Sunemi,UFMG,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,404250/2023-8,Jose Carlos Tatmatsu Rocha,UFC,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,420359/2023-0,Cezane Priscila Reuter,UNISC,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,407408/2023-1,Soraia Cristina Tonon da Luz,UDESC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,422093/2023-8,Cleudmar Amaral de Araujo,UFU,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,409562/2023-8,Carla Regina Silva,UFSCAR,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,406073/2023-6,Isabella Monteiro de Castro Silva,FCE-UNB,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,409738/2023-9,Carolina Fu,USP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,409052/2023-0,Thais Helena Machado,UFMG,MG,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,401532/2023-2,Celi Nelza Zulke Taffarel,UFBA,BA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,404381/2023-5,Marine Raquel Diniz da Rosa,UFPB,PB,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,405932/2023-5,Sibele de Andrade Melo Knaut,UNICENTRO,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,409753/2023-8,Thomaz Nogueira Burke,UFMS,MS,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,406168/2023-7,Thiago dos Santos Rosa,UCB/DF,DF,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,409217/2023-9,Fabricio Boscolo Del Vecchio,UFPEL,RS,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,421700/2023-8,Joao Simao de Melo Neto,UNESP,PA,NO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,405318/2023-5,Roberto Carlos Vieira Junior,UNEMAT,MT,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,404367/2023-2,Glauber Carvalho Nobre,IFCE,CE,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,403089/2023-9,Michel Milistetd,UFSC,SC,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,403642/2023-0,Cassio de Miranda Meira Junior,USP,SP,SE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,403631/2023-8,Humberto Luis de Deus Inacio,UFG,GO,CO,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,422112/2023-2,Anderson Zampier Ulbrich,UFPR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,MS,401570/2023-1,Anderson Caetano Paulo,UTFPR,PR,SU,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,404853/2023-4,Leilanhe Almeida Ranieri,UFPA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,409542/2023-7,Renato Hajenius Ache de Freitas,UFSC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,405767/2023-4,Jacqueline Santos Silva Cavalcanti,UFRPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,407309/2023-3,Leonardo Contreira Pereira,UFPEL,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,404495/2023-0,Silvia Mattos Nascimento,UNIRIO,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,405494/2023-8,Bianca Sung Mi Kim,UFPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,404598/2023-4,Leopoldo Rota de Oliveira,FURG,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,404340/2023-7,Mauricio Shimabukuro,FURG,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,421199/2023-7,Carlos Francisco Ferreira de Andrade,FURG,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,406094/2023-3,Cesar Augusto Marcelino Mendes Cordeiro,UENF,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,406614/2023-7,Tatiana Fabricio Maria,UNIRIO,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,409174/2023-8,Elen Aquino Perpetuo,UNIFESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,421949/2023-6,Carlos Alberto de Moura Barboza,UFF,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,403154/2023-5,Henrique Fragoso dos Santos,UFF,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,405717/2023-7,Barbara Segal Ramos,UFSC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,408976/2023-3,Karine Matos Magalhaes,UFRPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,420506/2023-3,Marcelo Henrique Lopes Silva,UFMA,MA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,404551/2023-8,Juliana de Souza Azevedo,UNIFESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,409760/2023-4,Vinicius Jose Giglio Fernandes,UFOPA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,421563/2023-0,Renata de Britto Mari,UNESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,405509/2023-5,Luis Fernando Carvalho Costa,UFMA,MA,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,407179/2023-2,Rodrigo Sant Ana,UNIVALI,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,421372/2023-0,Ana Patricia Barros Cordeiro,UFRA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,420705/2023-6,Marina Bezerra Figueiredo,UEMA,MA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa A,OC,408808/2023-3,Leonardo Goncalves de Lima,UFMA,MA,NE,Não Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,405761/2023-6,Antonio Henrique da Fontoura Klein,UFSC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,408499/2023-0,Mauro Michelena Andrade,UNIVALI,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,402056/2023-0,Julio Cesar de Faria Alvim Wasserman,UFF,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,402846/2023-0,Guilherme Henrique Pereira Filho,UNIFESP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,409154/2023-7,Maria Alejandra Gomez Pivel,UFRGS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,404811/2023-0,Elisa Helena Leao Fernandes,FURG,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,406424/2023-3,Antonio Mateo Sole Cava,UFRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,407099/2023-9,Wilson Thadeu Valle Machado,UFF,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,420041/2023-0,Marlon Carlos Franca,IFES,ES,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,421132/2023-0,Georgenes Hilario Cavalcante Segundo,UFAL,AL,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,420239/2023-5,Rubens Mendes Lopes,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,409201/2023-5,Elisabete de Santis Braga,IOUSP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,402610/2023-7,Francisco Gerson Araujo,UFRRJ,RJ,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,409038/2023-7,Manuel de Jesus Flores Montes,UFPE,PE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,405014/2023-6,Sergio Ricardo Floeter,UFSC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,421583/2023-1,Rivelino Martins Cavalcante,UFC,CE,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,405995/2023-7,Andrea Santarosa Freire,UFSC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,405184/2023-9,Rubens Cesar Lopes Figueira,USP,SP,SE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,405819/2023-4,Guilherme Ortigara Longo,UFF,RN,NE,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,408036/2023-0,Rafael Diego da Rosa,UFSC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,420174/2023-0,Guilherme Tavares Nunes,UFRGS,RS,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,407433/2023-6,Maikon Di Domenico,UFPR,PR,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,405209/2023-1,Tatiana Silva Leite,UFSC,SC,SU,Recomendada,Não Aprovada,0,0,0,0
Faixa B,OC,408364/2023-8,Victoria Judith Isaac Nahum,UFPA,PA,NO,Recomendada,Não Aprovada,0,0,0,0
